id,kastid,beginperiode,eindperiode,gemeente,straat,latitude,longitude,snelheidslimiet,vrachtwagenvrijezone,snelheid,tijd,overschreden,type
793,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,44,2023-12-06 01:54:12,0,Motorcycle
794,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,54,2023-12-07 15:50:03,1,Bycicle
795,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,69,2023-12-02 20:15:17,1,Motorcycle
796,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,31,2023-12-07 01:20:28,0,Bus
797,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,72,2023-12-05 03:58:40,1,Bycicle
798,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,80,2023-12-04 22:51:19,1,Motorcycle
799,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,64,2023-12-07 09:49:59,0,Truck
800,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,29,2023-12-05 21:46:43,0,Car
801,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,49,2023-12-07 07:09:44,0,Bycicle
802,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,39,2023-12-05 16:24:52,1,Bus
803,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,45,2023-12-04 16:00:10,0,Car
804,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,53,2023-12-06 19:23:27,1,Car
805,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,65,2023-12-03 12:30:41,0,Car
806,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,33,2023-12-06 11:34:55,1,Bus
807,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,68,2023-12-06 18:28:59,1,Car
808,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,31,2023-12-01 14:31:13,1,Bycicle
809,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,64,2023-12-04 07:06:16,1,Car
810,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,27,2023-12-01 06:57:12,0,Truck
811,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,48,2023-12-07 14:06:13,1,Bycicle
812,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,57,2023-12-02 17:45:13,1,Truck
813,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,35,2023-12-06 10:59:41,1,Bus
814,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,58,2023-12-06 13:49:42,1,Bycicle
815,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,68,2023-12-02 13:01:34,1,Bycicle
816,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,58,2023-12-03 10:36:56,0,Car
817,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,39,2023-12-03 07:13:34,1,Motorcycle
818,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,45,2023-12-03 12:00:05,0,Truck
819,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,56,2023-12-02 19:03:44,0,Car
820,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,31,2023-12-04 08:31:22,1,Bycicle
821,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,44,2023-12-07 13:43:38,0,Car
822,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,28,2023-12-07 19:07:03,0,Truck
823,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,66,2023-12-06 00:51:19,1,Car
824,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,80,2023-12-03 18:57:15,1,Motorcycle
825,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,57,2023-12-05 08:09:56,1,Bus
826,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,31,2023-12-02 01:14:29,1,Bus
827,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,50,2023-12-07 21:46:16,0,Car
828,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,73,2023-12-04 14:08:27,1,Truck
829,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,50,2023-12-02 02:43:52,1,Car
830,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,77,2023-12-01 10:47:42,1,Motorcycle
831,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,67,2023-12-01 10:38:02,0,Truck
832,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,74,2023-12-02 07:29:43,1,Bycicle
833,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,65,2023-12-04 18:41:26,0,Bycicle
834,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,68,2023-12-06 16:41:23,1,Truck
835,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,49,2023-12-05 20:09:55,0,Motorcycle
836,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,60,2023-12-07 10:54:03,0,Truck
837,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,70,2023-12-01 09:04:39,1,Bycicle
838,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,57,2023-12-03 19:23:16,1,Bus
839,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,55,2023-12-06 06:00:12,0,Truck
840,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,54,2023-12-07 11:51:00,1,Car
841,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,36,2023-12-02 15:06:07,0,Truck
842,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,63,2023-12-05 21:36:54,1,Bus
843,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,52,2023-12-04 11:26:58,1,Bycicle
844,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,34,2023-12-03 19:05:50,0,Bus
845,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,65,2023-12-06 07:03:11,0,Bus
846,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,25,2023-12-05 20:29:18,0,Bycicle
847,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,32,2023-12-04 09:09:11,1,Bus
848,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,71,2023-12-06 08:04:07,1,Bycicle
849,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,37,2023-12-01 16:52:22,0,Bycicle
850,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,41,2023-12-06 00:00:15,0,Truck
851,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,45,2023-12-07 23:46:46,0,Bus
852,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,76,2023-12-01 18:53:30,1,Car
853,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,68,2023-12-06 18:17:13,1,Bus
854,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,58,2023-12-04 12:28:44,1,Car
855,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,76,2023-12-02 12:23:01,1,Bus
856,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,74,2023-12-03 05:48:29,1,Truck
857,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,46,2023-12-04 05:35:35,0,Car
858,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,65,2023-12-06 23:15:39,0,Motorcycle
859,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,75,2023-12-02 22:37:41,1,Truck
860,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,72,2023-12-06 07:24:58,1,Bycicle
861,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,27,2023-12-07 08:25:39,0,Truck
862,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,39,2023-12-03 07:25:48,0,Car
863,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,50,2023-12-01 19:06:29,0,Bus
864,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,74,2023-12-03 18:22:20,1,Truck
865,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,66,2023-12-05 04:16:29,0,Car
866,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,62,2023-12-06 10:53:16,1,Bycicle
867,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,58,2023-12-05 12:15:07,1,Motorcycle
868,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,58,2023-12-03 09:52:06,1,Motorcycle
869,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,41,2023-12-06 02:07:51,0,Bycicle
870,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,38,2023-12-02 06:28:07,0,Car
871,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,34,2023-12-05 10:32:15,1,Bycicle
872,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,71,2023-12-07 03:48:37,1,Motorcycle
873,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,73,2023-12-04 01:26:05,1,Bycicle
874,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,30,2023-12-07 03:59:42,0,Motorcycle
875,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,58,2023-12-07 11:01:14,1,Truck
876,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,47,2023-12-02 17:49:01,0,Bus
877,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,52,2023-12-05 22:04:08,0,Car
878,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,80,2023-12-06 09:35:30,1,Bus
879,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,39,2023-12-06 14:52:58,0,Car
880,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,78,2023-12-03 23:48:36,1,Bycicle
881,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,64,2023-12-07 03:51:33,1,Car
882,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,76,2023-12-05 19:36:59,1,Bus
883,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,71,2023-12-04 11:40:07,1,Bus
884,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,47,2023-12-02 12:42:01,0,Motorcycle
885,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,31,2023-12-07 12:53:07,1,Bus
886,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,25,2023-12-05 07:56:12,0,Truck
887,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,72,2023-12-06 02:11:42,1,Bycicle
888,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,69,2023-12-02 03:42:25,1,Truck
889,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,38,2023-12-07 06:23:13,1,Bus
890,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,67,2023-12-04 03:59:22,0,Bycicle
891,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,52,2023-12-07 01:42:19,1,Truck
892,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,29,2023-12-01 20:16:15,0,Car
893,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,53,2023-12-03 11:30:12,1,Bycicle
894,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,34,2023-12-02 18:00:52,0,Bus
895,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,70,2023-12-07 23:21:23,1,Bus
896,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,30,2023-12-01 22:10:51,0,Bus
897,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,31,2023-12-01 02:05:29,0,Motorcycle
898,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,44,2023-12-05 04:41:44,1,Truck
899,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,63,2023-12-03 07:23:26,1,Truck
900,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,30,2023-12-07 15:15:22,0,Bycicle
901,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,51,2023-12-04 10:50:02,1,Motorcycle
902,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,31,2023-12-01 23:29:44,0,Bus
903,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,35,2023-12-05 11:13:19,0,Bus
904,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,48,2023-12-05 17:09:37,0,Truck
905,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,49,2023-12-07 04:43:26,0,Truck
906,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,31,2023-12-04 18:54:24,0,Bus
907,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,56,2023-12-01 06:44:03,1,Truck
908,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,54,2023-12-02 06:32:37,1,Motorcycle
909,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,51,2023-12-06 11:33:21,0,Bus
910,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,77,2023-12-07 05:31:13,1,Bus
911,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,53,2023-12-07 15:03:35,1,Car
912,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,34,2023-12-01 22:23:06,0,Truck
913,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,63,2023-12-01 15:15:12,0,Truck
914,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,57,2023-12-03 22:59:25,1,Bus
915,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,32,2023-12-01 08:57:19,1,Motorcycle
916,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,56,2023-12-03 13:02:44,1,Car
917,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,79,2023-12-06 14:17:59,1,Car
918,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,64,2023-12-05 09:29:49,0,Truck
919,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,51,2023-12-07 17:23:59,0,Bus
920,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,31,2023-12-04 03:10:41,0,Bycicle
921,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,69,2023-12-02 15:35:41,1,Motorcycle
922,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,52,2023-12-03 20:45:17,1,Bus
923,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,43,2023-12-04 06:16:55,0,Motorcycle
924,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,25,2023-12-05 17:39:57,0,Motorcycle
925,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,45,2023-12-03 18:47:16,1,Bus
926,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,74,2023-12-04 05:20:09,1,Car
927,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,31,2023-12-07 10:05:50,1,Truck
928,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,26,2023-12-04 20:38:57,0,Bus
929,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,61,2023-12-02 11:03:44,0,Car
930,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,31,2023-12-01 17:24:39,0,Motorcycle
931,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,67,2023-12-02 14:16:10,1,Motorcycle
932,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,25,2023-12-03 15:05:13,0,Truck
933,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,74,2023-12-06 02:10:40,1,Motorcycle
934,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,49,2023-12-01 10:17:56,0,Bus
935,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,35,2023-12-01 01:27:56,0,Bycicle
936,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,49,2023-12-01 03:51:43,1,Bus
937,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,51,2023-12-03 01:57:51,0,Bycicle
938,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,80,2023-12-01 20:16:03,1,Motorcycle
939,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,71,2023-12-06 17:49:20,1,Motorcycle
940,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,77,2023-12-04 03:08:51,1,Bycicle
941,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,42,2023-12-03 08:15:57,1,Truck
942,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,63,2023-12-02 18:10:53,0,Bycicle
943,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,39,2023-12-04 10:03:34,0,Truck
944,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,35,2023-12-04 17:10:54,0,Bus
945,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,60,2023-12-03 23:49:39,0,Motorcycle
946,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,37,2023-12-07 16:21:02,0,Motorcycle
947,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,41,2023-12-07 01:27:38,0,Bus
948,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,57,2023-12-05 01:43:00,1,Truck
949,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,37,2023-12-03 17:20:46,0,Motorcycle
950,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,53,2023-12-07 18:50:51,1,Motorcycle
951,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,77,2023-12-07 11:19:31,1,Motorcycle
952,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,63,2023-12-05 12:57:01,1,Bycicle
953,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,49,2023-12-05 10:40:11,0,Motorcycle
954,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,33,2023-12-07 08:20:12,0,Bycicle
955,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,73,2023-12-04 18:27:55,1,Bycicle
956,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,51,2023-12-05 16:23:33,0,Bycicle
957,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,70,2023-12-02 05:42:33,1,Bus
958,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,74,2023-12-06 02:33:09,1,Bycicle
959,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,61,2023-12-01 09:35:57,1,Motorcycle
960,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,31,2023-12-02 13:10:53,0,Truck
961,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,44,2023-12-04 01:46:43,0,Car
962,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,65,2023-12-01 19:05:33,1,Bus
963,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,75,2023-12-07 20:15:37,1,Truck
964,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,49,2023-12-06 15:30:32,0,Motorcycle
965,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,65,2023-12-07 05:58:16,1,Bus
966,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,33,2023-12-01 04:42:20,0,Car
967,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,27,2023-12-03 22:59:47,0,Truck
968,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,30,2023-12-07 10:44:38,0,Bycicle
969,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,68,2023-12-02 19:49:05,1,Bycicle
970,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,46,2023-12-07 23:22:16,0,Motorcycle
971,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,58,2023-12-01 09:20:39,1,Bus
972,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,64,2023-12-01 23:51:27,1,Bycicle
973,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,50,2023-12-05 13:00:15,0,Bycicle
974,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,55,2023-12-06 23:54:37,1,Motorcycle
975,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,49,2023-12-02 09:38:08,1,Truck
976,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,51,2023-12-06 17:33:37,1,Bus
977,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,42,2023-12-04 09:54:54,1,Car
978,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,25,2023-12-02 14:14:00,0,Bycicle
979,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,43,2023-12-04 14:04:09,1,Truck
980,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,30,2023-12-01 15:45:04,0,Bycicle
981,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,80,2023-12-01 16:16:29,1,Truck
982,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,26,2023-12-02 09:53:20,0,Motorcycle
983,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,43,2023-12-04 22:01:51,1,Motorcycle
984,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,63,2023-12-01 10:09:09,1,Bycicle
985,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,31,2023-12-02 01:07:54,0,Bus
986,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,40,2023-12-06 05:34:34,0,Car
987,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,51,2023-12-05 07:09:18,1,Car
988,3,12/1/2023,12/8/2023,Meerhout,steenstraat 135,51.1339351879,5.0689403576,70,0,58,2023-12-02 03:31:03,0,Bycicle
989,1,12/1/2023,12/8/2023,Mol,stokt 20,51.1919082357,5.0672225372,30,1,75,2023-12-04 03:43:01,1,Truck
990,2,12/1/2023,12/8/2023,Geel,Stationstraat 6,51.1629589868,4.9905431763,50,0,59,2023-12-02 03:30:45,1,Car
